target,lot,experiment_key,wafer_num,n_points,rmse,mae,r2,mape_pct
si_etch,9,2024-08-21_02,2,89,0.1769801163468335,0.13636796929863063,0.997805378533438,0.3093345339791022
si_etch,9,2024-08-21_03,3,89,0.19821360915698982,0.15813716074054146,0.9971491044169163,0.35339671001709266
si_etch,9,2024-08-21_04,4,89,0.6658357532222691,0.6059140837594357,0.9669722927802732,1.3421204256871715
si_etch,9,2024-08-21_05,5,89,0.14885299938412547,0.12690177660309876,0.9983097305058604,0.28846083570502246
si_etch,9,2024-08-21_06,6,89,0.2529811285463843,0.22736692964360955,0.9949688928765628,0.5358171990723039
si_etch,9,2024-08-21_07,7,89,0.2948672476570921,0.2362091407347262,0.9931779241924428,0.5256004809390278
si_etch,9,2024-08-21_08,8,89,0.1156124593490535,0.0930828565961856,0.998945266624191,0.21541703962058364
si_etch,9,2024-08-21_10,10,89,0.17931214308164525,0.14510906948132493,0.9974299518509683,0.346087407383519
si_etch,10,2024-08-22_01,1,89,0.4093991112690384,0.34839368670174214,0.9881172309219584,0.7584893905117062
si_etch,10,2024-08-22_02,2,89,0.19375296373495035,0.15853693244162506,0.9972440020306944,0.36424613858414684
si_etch,10,2024-08-22_03,3,89,0.13489441510107583,0.10859538731950005,0.9986545137780756,0.243702198640309
si_etch,10,2024-08-22_04,4,89,0.1769393608980628,0.1274635229217873,0.9974962772641032,0.2853248816604375
