target,fold,epoch,train_loss,train_rmse,val_rmse,val_mae,val_r2,val_mape,lr,elapsed_s,mixup_n_applied,mixup_lam_mean
oxide_etch,0,102,0.302467,0.04232,0.067759,0.040239,0.257408,6.37,2.4353678912534886e-05,6.84,18,0.5424
oxide_etch,0,103,0.307523,0.042673,0.067095,0.039877,0.271896,6.31,2.1613635589349744e-05,7.14,18,0.6772
oxide_etch,0,104,0.378062,0.047314,0.066964,0.039718,0.274728,6.26,1.9030116872178306e-05,6.85,18,0.4853
oxide_etch,0,105,0.309193,0.042788,0.065895,0.039031,0.297708,6.03,1.6604893375699555e-05,6.78,18,0.3972
oxide_etch,0,106,0.315643,0.043232,0.066669,0.039544,0.281107,6.23,1.4339627226955412e-05,6.97,18,0.6024
oxide_etch,0,107,0.289284,0.041388,0.065853,0.039088,0.298588,6.07,1.223587092621161e-05,6.76,18,0.6797
oxide_etch,0,108,0.274953,0.04035,0.066031,0.03935,0.294799,6.15,1.0295066282951759e-05,6.8,18,0.597
oxide_etch,0,109,0.293017,0.041654,0.066251,0.039425,0.290094,6.18,8.518543427732916e-06,6.74,17,0.6085
oxide_etch,0,110,0.278252,0.040591,0.066205,0.03953,0.291083,6.19,6.907519900580856e-06,6.76,18,0.4891
oxide_etch,0,111,0.330533,0.04424,0.06689,0.039856,0.276328,6.29,5.463099816548574e-06,6.79,18,0.4327
oxide_etch,0,112,0.311194,0.042926,0.065997,0.039474,0.295522,6.18,4.18627310901137e-06,6.75,18,0.4786
oxide_etch,0,113,0.321181,0.04361,0.066333,0.039628,0.288343,6.25,3.077914851215583e-06,6.84,18,0.4424
oxide_etch,0,114,0.27853,0.040611,0.066016,0.039491,0.295112,6.22,2.138784656547403e-06,6.71,18,0.4769
oxide_etch,0,115,0.280918,0.040785,0.068439,0.04042,0.242419,6.49,1.3695261579316489e-06,6.66,18,0.3674
oxide_etch,0,116,0.273708,0.040258,0.067429,0.040039,0.264632,6.4,7.706665667180085e-07,6.66,18,0.6461
oxide_etch,0,117,0.291169,0.041522,0.067019,0.03985,0.273532,6.33,3.4261631135654146e-07,7.4,18,0.3151
oxide_etch,0,118,0.321974,0.043664,0.067921,0.040233,0.25386,6.47,8.566875611068497e-08,5.98,18,0.4419
oxide_etch,0,119,0.300944,0.042214,0.068325,0.040412,0.24495,6.5,0.0,5.84,18,0.6384
oxide_etch,1,0,0.923332,0.074352,0.074696,0.05687,0.058694,9.05,0.0004999143312438893,55.87,18,0.3093
oxide_etch,1,1,0.8537,0.071494,0.067368,0.052048,0.23433,8.23,0.0004996573836886434,6.67,18,0.743
oxide_etch,1,2,0.746924,0.066873,0.064137,0.050523,0.306028,7.87,0.000499229333433282,5.81,18,0.389
oxide_etch,1,3,0.77836,0.068266,0.064573,0.050842,0.296544,7.73,0.0004986304738420682,6.07,18,0.6956
oxide_etch,1,4,0.651699,0.062465,0.061746,0.048784,0.3568,7.46,0.0004978612153434525,5.72,18,0.528
oxide_etch,1,5,0.619831,0.060919,0.059504,0.046374,0.40266,6.98,0.0004969220851487844,5.61,18,0.4101
oxide_etch,1,6,0.573372,0.058591,0.056749,0.042779,0.456692,6.43,0.0004958137268909886,5.52,18,0.4719
oxide_etch,1,7,0.591322,0.059501,0.055682,0.040211,0.476938,6.02,0.0004945369001834513,5.63,18,0.5438
oxide_etch,1,8,0.533624,0.056524,0.054929,0.038627,0.490975,5.71,0.000493092480099419,5.69,18,0.5396
oxide_etch,1,9,0.475586,0.053362,0.052699,0.036584,0.531476,5.43,0.0004914814565722669,6.37,18,0.4125
oxide_etch,1,10,0.45538,0.052216,0.051732,0.035202,0.548504,5.21,0.0004897049337170481,7.01,18,0.5375
oxide_etch,1,11,0.533532,0.056519,0.052638,0.03563,0.532547,5.24,0.00048776412907378824,6.4,18,0.4657
oxide_etch,1,12,0.468259,0.052949,0.051107,0.034572,0.559348,5.15,0.0004856603727730445,5.69,18,0.6735
oxide_etch,1,13,0.434148,0.050984,0.051759,0.034619,0.548042,5.13,0.0004833951066243003,5.51,18,0.4419
oxide_etch,1,14,0.419381,0.050109,0.050027,0.033012,0.577782,4.88,0.00048096988312782156,5.7,18,0.5831
oxide_etch,1,15,0.421161,0.050216,0.050536,0.03329,0.56914,4.91,0.00047838636441065006,5.61,18,0.3503
oxide_etch,1,16,0.426358,0.050524,0.049353,0.032095,0.589079,4.74,0.0004756463210874651,5.64,18,0.6332
oxide_etch,1,17,0.450176,0.051917,0.048766,0.031305,0.598789,4.62,0.00047275163104709185,5.55,18,0.4881
oxide_etch,1,18,0.410256,0.049561,0.048677,0.031132,0.60026,4.59,0.0004697042781654912,5.53,18,0.5473
oxide_etch,1,19,0.372497,0.047225,0.048071,0.030537,0.610157,4.5,0.0004665063509461096,5.61,18,0.4432
oxide_etch,1,20,0.345619,0.04549,0.047693,0.030261,0.616253,4.48,0.00046316004108852294,5.92,18,0.5238
oxide_etch,1,21,0.427221,0.050576,0.047496,0.02988,0.619416,4.4,0.0004596676419863559,5.65,18,0.3217
oxide_etch,1,22,0.38097,0.047759,0.046911,0.0293,0.628735,4.33,0.0004560315471555038,5.44,18,0.4257
oxide_etch,1,23,0.395447,0.048658,0.046418,0.028854,0.636507,4.25,0.00045225424859373677,5.54,18,0.4025
oxide_etch,1,24,0.368798,0.04699,0.046332,0.028673,0.63784,4.21,0.0004483383350728087,5.52,18,0.5162
oxide_etch,1,25,0.311656,0.043197,0.046353,0.028979,0.63751,4.26,0.00044428649036424265,5.47,18,0.59
oxide_etch,1,26,0.356948,0.046229,0.045942,0.028343,0.643917,4.17,0.0004401014914000077,5.53,18,0.4674
oxide_etch,1,27,0.322247,0.043925,0.045544,0.02801,0.650059,4.12,0.0004357862063693485,5.45,18,0.6474
oxide_etch,1,28,0.359796,0.046413,0.045384,0.027937,0.652519,4.11,0.0004313435927530718,5.45,18,0.4993
oxide_etch,1,29,0.309863,0.043072,0.045118,0.027904,0.656573,4.12,0.00042677669529663686,5.39,18,0.4432
oxide_etch,1,30,0.329249,0.044399,0.04467,0.02738,0.663364,4.04,0.0004220886439234384,6.32,18,0.5551
oxide_etch,1,31,0.299657,0.042357,0.044606,0.027358,0.664325,4.02,0.00041728265158971447,6.18,18,0.4307
oxide_etch,1,32,0.315436,0.043458,0.044046,0.026805,0.672708,3.95,0.00041236201208254584,7.05,18,0.5041
oxide_etch,1,33,0.312283,0.04324,0.043526,0.026205,0.680382,3.87,0.0004073300977624593,7.1,18,0.4047
oxide_etch,1,34,0.309747,0.043064,0.04318,0.02586,0.68544,3.82,0.00040219035725218007,7.31,18,0.5269
oxide_etch,1,35,0.306024,0.042805,0.043037,0.025872,0.687519,3.82,0.0003969463130731182,7.11,18,0.3999
oxide_etch,1,36,0.291402,0.04177,0.042692,0.02546,0.692518,3.76,0.0003916015592312081,6.12,18,0.4343
oxide_etch,1,37,0.292531,0.04185,0.04248,0.025671,0.69556,3.8,0.00038615975875375667,7.46,18,0.5972
oxide_etch,1,38,0.296323,0.042121,0.042171,0.025429,0.699976,3.76,0.0003806246411789871,7.51,18,0.6808
oxide_etch,1,39,0.310723,0.043132,0.042236,0.025608,0.699047,3.77,0.0003749999999999999,6.77,18,0.4628
oxide_etch,1,40,0.272928,0.040424,0.041796,0.025217,0.705287,3.72,0.00036928969006490205,6.47,18,0.4092
oxide_etch,1,41,0.280646,0.040992,0.041484,0.024733,0.709665,3.66,0.0003634976249348866,5.84,18,0.5527
oxide_etch,1,42,0.252712,0.038898,0.041181,0.024432,0.713892,3.62,0.0003576277742020737,5.54,18,0.6332
oxide_etch,1,43,0.27161,0.040326,0.041059,0.024079,0.715587,3.58,0.00035168416076894997,5.55,18,0.5957
oxide_etch,1,44,0.266792,0.039967,0.040639,0.024158,0.72138,3.59,0.0003456708580912723,5.53,18,0.5955
oxide_etch,1,45,0.248453,0.038569,0.040643,0.0241,0.721323,3.57,0.000339591987386325,5.43,18,0.4915
oxide_etch,1,46,0.260882,0.039522,0.040514,0.02375,0.723082,3.52,0.0003334517148084426,5.54,18,0.6193
oxide_etch,1,47,0.248979,0.03861,0.040327,0.023641,0.725641,3.5,0.00032725424859373676,5.78,18,0.5476
oxide_etch,1,48,0.255747,0.039131,0.04013,0.023627,0.728312,3.51,0.0003210038361759806,5.64,18,0.4075
oxide_etch,1,49,0.239113,0.037837,0.039838,0.023124,0.732247,3.44,0.00031470476127563006,5.59,18,0.4879
oxide_etch,1,50,0.26221,0.039622,0.039782,0.023073,0.733003,3.44,0.00030836134096397623,5.62,18,0.5259
oxide_etch,1,51,0.245013,0.038301,0.040106,0.02342,0.728642,3.47,0.00030197792270443964,5.61,18,0.4649
oxide_etch,1,52,0.255975,0.039148,0.039627,0.022851,0.735085,3.39,0.0002955588813730367,5.57,18,0.6826
oxide_etch,1,53,0.270688,0.040258,0.039845,0.022998,0.732152,3.41,0.0002891086162600575,5.71,18,0.5649
oxide_etch,1,54,0.255231,0.039091,0.039809,0.022934,0.732646,3.39,0.0002826315480550127,5.71,18,0.6357
oxide_etch,1,55,0.271424,0.040312,0.039438,0.022381,0.737598,3.32,0.0002761321158169132,5.62,18,0.44
oxide_etch,1,56,0.23304,0.037353,0.039318,0.022581,0.739196,3.34,0.00026961477393196105,5.81,18,0.4869
oxide_etch,1,57,0.320185,0.043784,0.039796,0.022539,0.73282,3.35,0.0002630839890607357,5.79,18,0.5495
oxide_etch,1,58,0.250165,0.038702,0.040211,0.022681,0.727211,3.38,0.00025654423707696807,6.14,18,0.5545
oxide_etch,1,59,0.269951,0.040203,0.040344,0.022736,0.725413,3.4,0.00024999999999999984,5.63,18,0.5096
oxide_etch,1,60,0.235204,0.037526,0.040277,0.02266,0.726324,3.39,0.00024345576292303153,5.89,18,0.5463
oxide_etch,1,61,0.256686,0.039203,0.040433,0.022713,0.724196,3.39,0.00023691601093926386,5.55,18,0.5346
oxide_etch,1,62,0.241515,0.038027,0.040583,0.022873,0.722138,3.42,0.00023038522606803858,5.6,18,0.5024
oxide_etch,1,63,0.242913,0.038136,0.040558,0.022608,0.722482,3.38,0.00022386788418308646,5.67,18,0.5561
oxide_etch,1,64,0.248304,0.038557,0.040234,0.022257,0.726901,3.32,0.00021736845194498695,5.63,18,0.4658
oxide_etch,1,65,0.243681,0.038197,0.040269,0.022429,0.726426,3.34,0.00021089138373994208,5.63,18,0.3637
oxide_etch,1,66,0.217525,0.036089,0.040311,0.022685,0.72585,3.37,0.000204441118626963,5.74,18,0.6554
oxide_etch,1,67,0.216097,0.03597,0.040379,0.022692,0.724926,3.38,0.00019802207729555996,5.65,18,0.2639
oxide_etch,1,68,0.239382,0.037858,0.040209,0.02255,0.727238,3.36,0.00019163865903602348,5.91,18,0.5579
oxide_etch,1,69,0.237052,0.037674,0.040239,0.022564,0.726832,3.37,0.00018529523872436965,6.33,18,0.4737
oxide_etch,1,70,0.225079,0.03671,0.040263,0.022818,0.726515,3.4,0.00017899616382401916,5.96,18,0.536
oxide_etch,1,71,0.233122,0.03736,0.040572,0.023142,0.722291,3.42,0.000172745751406263,5.67,18,0.5826
oxide_etch,1,72,0.21137,0.035574,0.040085,0.022218,0.728919,3.3,0.00016654828519155714,5.9,18,0.4258
oxide_etch,1,73,0.266857,0.039972,0.04023,0.022626,0.726953,3.36,0.0001604080126136748,5.94,18,0.4049
oxide_etch,1,74,0.212137,0.035639,0.040131,0.022583,0.728304,3.35,0.00015432914190872742,6.73,18,0.3313
oxide_etch,1,75,0.220483,0.036333,0.040053,0.022562,0.72936,3.35,0.00014831583923104983,6.6,18,0.4863
oxide_etch,1,76,0.227259,0.036887,0.039949,0.022459,0.730762,3.33,0.00014237222579792616,5.66,18,0.3556
oxide_etch,1,77,0.219857,0.036281,0.040083,0.022535,0.728952,3.34,0.0001365023750651132,5.6,18,0.395
oxide_etch,1,78,0.229905,0.037101,0.03977,0.022311,0.733161,3.31,0.00013071030993509777,5.6,18,0.5183
oxide_etch,1,79,0.225845,0.036772,0.039583,0.02205,0.735674,3.29,0.00012499999999999995,5.5,18,0.518
oxide_etch,1,80,0.23766,0.037722,0.039452,0.021607,0.737417,3.23,0.0001193753588210127,5.43,18,0.5268
oxide_etch,1,81,0.211252,0.035564,0.040048,0.022473,0.729418,3.37,0.00011384024124624322,5.47,18,0.5868
oxide_etch,1,82,0.218317,0.036154,0.040113,0.022626,0.728547,3.39,0.00010839844076879165,5.75,18,0.651
oxide_etch,1,83,0.226259,0.036806,0.039653,0.022289,0.734738,3.32,0.00010305368692688166,5.76,18,0.4922
oxide_etch,1,84,0.195986,0.034255,0.039717,0.022627,0.733876,3.34,9.780964274781976e-05,5.52,18,0.3686
oxide_etch,1,85,0.207818,0.035274,0.039387,0.022145,0.738281,3.28,9.266990223754061e-05,5.65,18,0.4118
oxide_etch,1,86,0.197019,0.034345,0.039343,0.022041,0.738862,3.26,8.763798791745405e-05,6.06,18,0.5366
oxide_etch,1,87,0.207135,0.035216,0.03925,0.021764,0.740092,3.23,8.271734841028546e-05,5.64,18,0.6465
oxide_etch,1,88,0.209201,0.035391,0.039196,0.021727,0.740815,3.23,7.79113560765614e-05,5.66,18,0.581
oxide_etch,1,89,0.194821,0.034153,0.039521,0.022114,0.736499,3.27,7.322330470336307e-05,5.6,18,0.6227
oxide_etch,1,90,0.211665,0.035599,0.039305,0.021973,0.739375,3.26,6.865640724692804e-05,5.56,18,0.5684
oxide_etch,1,91,0.21246,0.035666,0.03916,0.02184,0.741289,3.23,6.421379363065142e-05,5.49,18,0.5025
oxide_etch,1,92,0.210241,0.035479,0.038979,0.021994,0.743669,3.26,5.989850859999223e-05,5.64,18,0.2769
oxide_etch,1,93,0.215605,0.035929,0.038764,0.021451,0.746496,3.19,5.571350963575724e-05,5.44,18,0.6229
oxide_etch,1,94,0.186629,0.033428,0.038801,0.021544,0.746005,3.2,5.166166492719115e-05,5.55,18,0.4799
oxide_etch,1,95,0.183405,0.033137,0.038638,0.021425,0.748142,3.18,4.7745751406263136e-05,5.47,18,0.6543
oxide_etch,1,96,0.205345,0.035064,0.038723,0.021348,0.74703,3.17,4.3968452844496104e-05,5.42,18,0.3471
oxide_etch,1,97,0.2058,0.035102,0.038443,0.02153,0.75067,3.19,4.033235801364399e-05,5.9,18,0.4904
oxide_etch,1,98,0.197815,0.034415,0.038132,0.021203,0.754697,3.15,3.683995891147693e-05,5.94,18,0.4461
oxide_etch,1,99,0.181883,0.033,0.038076,0.02108,0.755411,3.12,3.3493649053890304e-05,5.55,18,0.498
oxide_etch,1,100,0.179717,0.032803,0.038341,0.021042,0.751995,3.12,3.0295721834508663e-05,5.57,18,0.5289
oxide_etch,1,101,0.208909,0.035367,0.037756,0.020894,0.759504,3.07,2.7248368952908038e-05,5.5,18,0.4694
oxide_etch,1,102,0.194381,0.034115,0.037431,0.020773,0.763633,3.07,2.4353678912534886e-05,6.06,18,0.6555
oxide_etch,1,103,0.20004,0.034608,0.037594,0.020668,0.761571,3.05,2.1613635589349744e-05,5.79,18,0.4318
